instruction,input,output
"In the ACSC ISM, What is control identitifer ISM-1289?",,Archive files imported or exported via gateways or CDSs are unpacked in order to undergo content filtering checks.
"In the ACSC ISM, What is control identitifer ISM-1290?",,Archive files are unpacked in a controlled manner to ensure content filter performance or availability is not adversely affected.
"In the ACSC ISM, What is control identitifer ISM-1288?",,Files imported or exported via gateways or CDSs undergo antivirus scanning using multiple different scanning engines.
"In the ACSC ISM, What is control identitifer ISM-1389?",,Executable files imported via gateways or CDSs are automatically executed in a sandbox to detect any suspicious behaviour.
"In the ACSC ISM, What is control identitifer ISM-0649?",,Files imported or exported via gateways or CDSs are filtered for allowed file types.
"In the ACSC ISM, What is control identitifer ISM-1284?",,Files imported or exported via gateways or CDSs undergo content validation.
"In the ACSC ISM, What is control identitifer ISM-1286?",,Files imported or exported via gateways or CDSs undergo content conversion.
"In the ACSC ISM, What is control identitifer ISM-1287?",,Files imported or exported via gateways or CDSs undergo content sanitisation.
"In the ACSC ISM, What is control identitifer ISM-0677?",,Files imported or exported via gateways or CDSs that have a digital signature or cryptographic checksum are validated.
"In the ACSC ISM, What is control identitifer ISM-0591?",,Evaluated peripheral switches are used when sharing peripherals between systems.
"In the ACSC ISM, What is control identitifer ISM-0663?",,"Data transfer processes, and supporting data transfer procedures, are developed, implemented and maintained."
"In the ACSC ISM, What is control identitifer ISM-0661?",,Users transferring data to and from systems are held accountable for data transfers they perform.
"In the ACSC ISM, What is control identitifer ISM-0657?",,"When manually importing data to systems, the data is scanned for malicious and active content."
"In the ACSC ISM, What is control identitifer ISM-1778?",,"When manually importing data to systems, all data that fails security checks is quarantined until reviewed and subsequently approved or not approved for release."
"In the ACSC ISM, What is control identitifer ISM-1187?",,"When manually exporting data from systems, the data is checked for unsuitable protective markings."
"In the ACSC ISM, What is control identitifer ISM-1779?",,"When manually exporting data from systems, all data that fails security checks is quarantined until reviewed and subsequently approved or not approved for release."
"In the ACSC ISM, What is control identitifer ISM-1586?",,Data transfer logs are used to record all data imports and exports from systems.
"In the ACSC ISM, What is control identitifer ISM-1294?",,Data transfer logs for systems are partially verified at least monthly.
"In the ACSC ISM, which controls describe that A CISO is appointed to provide cyber security leadership and guidance for their organisation.?",,ISM-0714
"In the ACSC ISM, which controls describe that The CISO oversees their organisation’s cyber security program and ensures their organisation’s compliance with cyber security policy, standards, regulations and legislation.?",,ISM-1478
"In the ACSC ISM, which controls describe that The CISO regularly reviews and updates their organisation’s cyber security program to ensure its relevance in addressing cyber threats and harnessing business and cyber security opportunities.?",,ISM-1617
"In the ACSC ISM, which controls describe that The CISO implements cyber security measurement metrics and key performance indicators for their organisation.?",,ISM-0724
"In the ACSC ISM, which controls describe that The CISO coordinates cyber security and business alignment through a cyber security steering committee or advisory board, comprising of key cyber security and business executives, which meets formally and on a regular basis.?",,ISM-0725
"In the ACSC ISM, which controls describe that The CISO coordinates security risk management activities between cyber security and business teams.?",,ISM-0726
"In the ACSC ISM, which controls describe that The CISO reports directly to their organisation’s senior executive or Board on cyber security matters.?",,ISM-0718
"In the ACSC ISM, which controls describe that The CISO is fully aware of all cyber security incidents within their organisation.?",,ISM-0733
"In the ACSC ISM, which controls describe that The CISO oversees their organisation’s response to cyber security incidents.?",,ISM-1618
"In the ACSC ISM, which controls describe that The CISO contributes to the development and maintenance of business continuity and disaster recovery plans for their organisation to ensure that business-critical services are supported appropriately in the event of a disaster.?",,ISM-0734
"In the ACSC ISM, which controls describe that The CISO develops, implements and maintains a cyber security communications strategy for their organisation.?",,ISM-0720
"In the ACSC ISM, which controls describe that The CISO oversees cyber supply chain risk management activities for their organisation.?",,ISM-0731
"In the ACSC ISM, which controls describe that The CISO receives and manages a dedicated cyber security budget for their organisation.?",,ISM-0732
"In the ACSC ISM, which controls describe that The CISO oversees the management of cyber security personnel within their organisation.?",,ISM-0717
"In the ACSC ISM, which controls describe that The CISO oversees the development, implementation and maintenance of their organisation’s cyber security awareness training program.?",,ISM-0735
"In the ACSC ISM, which controls describe that Each system has a designated system owner.?",,ISM-1071
"In the ACSC ISM, which controls describe that System owners register each system with its authorising officer.?",,ISM-1525
"In the ACSC ISM, which controls describe that System owners determine the type, value and security objectives for each system based on an assessment of the impact if it were to be compromised.?",,ISM-1633
"In the ACSC ISM, which controls describe that System owners select controls for each system and tailor them to achieve desired security objectives.?",,ISM-1634
"In the ACSC ISM, which controls describe that System owners implement controls for each system and its operating environment.?",,ISM-1635
"In the ACSC ISM, which controls describe that System owners ensure controls for each system and its operating environment are assessed to determine if they have been implemented correctly and are operating as intended.?",,ISM-1636
"In the ACSC ISM, which controls describe that System owners obtain authorisation to operate each system from its authorising officer based on the acceptance of the security risks associated with its operation.?",,ISM-0027
"In the ACSC ISM, which controls describe that System owners monitor each system, and associated cyber threats, security risks and controls, on an ongoing basis.?",,ISM-1526
"In the ACSC ISM, which controls describe that System owners report the security status of each system to its authorising officer at least annually.?",,ISM-1587
"In the ACSC ISM, which controls describe that An incident management policy, and associated incident response plan, is developed, implemented and maintained.?",,ISM-0576
"In the ACSC ISM, which controls describe that The incident management policy, including the associated incident response plan, is exercised at least annually.?",,ISM-1784
"In the ACSC ISM, which controls describe that A cyber security incident register is developed, implemented and maintained.?",,ISM-0125
"In the ACSC ISM, which controls describe that A cyber security incident register contains the following for each cyber security incident:
• the date the cyber security incident occurred
• the date the cyber security incident was discovered
• a description of the cyber security incident
• any actions taken in response to the cyber security incident
• to whom the cyber security incident was reported.?",,ISM-1803
"In the ACSC ISM, which controls describe that A trusted insider program is developed, implemented and maintained.?",,ISM-1625
"In the ACSC ISM, which controls describe that Legal advice is sought regarding the development and implementation of a trusted insider program.?",,ISM-1626
"In the ACSC ISM, which controls describe that Cyber security personnel have access to sufficient data sources and tools to ensure that systems can be monitored for key indicators of compromise.?",,ISM-0120
"In the ACSC ISM, which controls describe that Cyber security incidents are reported to an organisation’s Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered.?",,ISM-0123
"In the ACSC ISM, which controls describe that Cyber security incidents are reported to the ACSC.?",,ISM-0140
"In the ACSC ISM, which controls describe that Following the identification of a cyber security incident, an organisation’s incident response plan is enacted.?",,ISM-1819
"In the ACSC ISM, which controls describe that When a data spill occurs, data owners are advised and access to the data is restricted.?",,ISM-0133
"In the ACSC ISM, which controls describe that When malicious code is detected, the following steps are taken to handle the infection:
• the infected systems are isolated
• all previously connected media used in the period leading up to the infection are scanned for signs of infection and isolated if necessary
• antivirus software is used to remove the infection from infected systems and media
• if the infection cannot be reliably removed, systems are restored from a known good backup or rebuilt.?",,ISM-0917
"In the ACSC ISM, which controls describe that Legal advice is sought before allowing intrusion activity to continue on a system for the purpose of collecting further data or evidence.?",,ISM-0137
"In the ACSC ISM, which controls describe that System owners are consulted before allowing intrusion activity to continue on a system for the purpose of collecting further data or evidence.?",,ISM-1609
"In the ACSC ISM, which controls describe that Planning and coordination of intrusion remediation activities are conducted on a separate system to that which has been compromised.?",,ISM-1731
"In the ACSC ISM, which controls describe that To the extent possible, all intrusion remediation activities are conducted in a coordinated manner during the same planned outage.?",,ISM-1732
"In the ACSC ISM, which controls describe that Following intrusion remediation activities, full network traffic is captured for at least seven days and analysed to determine whether the adversary has been successfully removed from the system.?",,ISM-1213
"In the ACSC ISM, which controls describe that The integrity of evidence gathered during an investigation is maintained by investigators:
• recording all of their actions
• maintaining a proper chain of custody
• following all instructions provided by relevant law enforcement agencies.?",,ISM-0138
"In the ACSC ISM, which controls describe that Suppliers of applications, ICT equipment and services associated with systems are identified.?",,ISM-1631
"In the ACSC ISM, which controls describe that A supply chain risk assessment is performed for suppliers of applications, ICT equipment and services in order to assess the impact to a system’s security risk profile.?",,ISM-1452
"In the ACSC ISM, which controls describe that Suppliers identified as high risk by a cyber supply chain risk assessment are not used.?",,ISM-1567
"In the ACSC ISM, which controls describe that Applications, ICT equipment and services are chosen from suppliers that have demonstrated a commitment to the security of their products and services.?",,ISM-1568
"In the ACSC ISM, which controls describe that Applications, ICT equipment and services are chosen from suppliers that have a strong track record of transparency and maintaining the security of their own systems and cyber supply chains.?",,ISM-1632
"In the ACSC ISM, which controls describe that A shared responsibility model is created, documented and shared between suppliers and their customers in order to articulate the security responsibilities of each party.?",,ISM-1569
"In the ACSC ISM, which controls describe that A supplier relationship management policy is developed, implemented and maintained.?",,ISM-1785
"In the ACSC ISM, which controls describe that An approved supplier list is developed, implemented and maintained.?",,ISM-1786
"In the ACSC ISM, which controls describe that Applications, ICT equipment and services are sourced from approved suppliers.?",,ISM-1787
"In the ACSC ISM, which controls describe that Multiple potential suppliers are identified for sourcing critical applications, ICT equipment and services.?",,ISM-1788
"In the ACSC ISM, which controls describe that Sufficient spares of critical ICT equipment are sourced and kept in reserve.?",,ISM-1789
"In the ACSC ISM, which controls describe that Applications, ICT equipment and services are delivered in a manner that maintains their integrity.?",,ISM-1790
"In the ACSC ISM, which controls describe that The integrity of applications, ICT equipment and services are assessed as part of acceptance of products and services.?",,ISM-1791
"In the ACSC ISM, which controls describe that The authenticity of applications, ICT equipment and services are assessed as part of acceptance of products and services.?",,ISM-1792
"In the ACSC ISM, which controls describe that A managed service register is developed, implemented, maintained and verified on a regular basis.?",,ISM-1736
"In the ACSC ISM, which controls describe that A managed service register contains the following for each managed service:
• managed service provider’s name
• managed service’s name
• purpose for using the managed service
• sensitivity or classification of data involved
• due date for the next security assessment of the managed service
• contractual arrangements for the managed service
• point of contact for users of the managed service
• 24/7 contact details for the managed service provider.?",,ISM-1737
"In the ACSC ISM, which controls describe that Managed service providers and their managed services undergo a security assessment by an IRAP assessor at least every 24 months.?",,ISM-1793
"In the ACSC ISM, which controls describe that An outsourced cloud service register is developed, implemented, maintained and verified on a regular basis.?",,ISM-1637
"In the ACSC ISM, which controls describe that An outsourced cloud service register contains the following for each outsourced cloud service:
• cloud service provider’s name
• cloud service’s name
• purpose for using the cloud service
• sensitivity or classification of data involved
• due date for the next security assessment of the cloud service
• contractual arrangements for the cloud service
• point of contact for users of the cloud service
• 24/7 contact details for the cloud service provider.?",,ISM-1638
"In the ACSC ISM, which controls describe that Outsourced cloud service providers and their cloud services undergo a security assessment by an IRAP assessor at least every 24 months.?",,ISM-1570
"In the ACSC ISM, which controls describe that Service providers, including any subcontractors, provide an appropriate level of protection for any data entrusted to them or their services.?",,ISM-1395
"In the ACSC ISM, which controls describe that Security requirements associated with the confidentiality, integrity and availability of data are documented in contractual arrangements with service providers and reviewed on a regular and ongoing basis to ensure they remain fit for purpose.?",,ISM-0072
"In the ACSC ISM, which controls describe that The right to verify compliance with security requirements is documented in contractual arrangements with service providers.?",,ISM-1571
"In the ACSC ISM, which controls describe that The right to verify compliance with security requirements documented in contractual arrangements with service providers is exercised on a regular and ongoing basis.?",,ISM-1738
"In the ACSC ISM, which controls describe that Break clauses associated with failure to meet security requirements are documented in contractual arrangements with service providers.?",,ISM-1804
"In the ACSC ISM, which controls describe that The requirement for service providers to report cyber security incidents to a designated point of contact as soon as possible after they occur or are discovered is documented in contractual arrangements with service providers.?",,ISM-0141
"In the ACSC ISM, which controls describe that A minimum notification period of one month by service providers for significant changes to their own service provider arrangements is documented in contractual arrangements with service providers.?",,ISM-1794
"In the ACSC ISM, which controls describe that Types of data and its ownership is documented in contractual arrangements with service providers.?",,ISM-1451
"In the ACSC ISM, which controls describe that The regions or availability zones where data will be processed, stored and communicated is documented in contractual arrangements with service providers.?",,ISM-1572
"In the ACSC ISM, which controls describe that Access to all logs relating to an organisation’s data and services is documented in contractual arrangements with service providers.?",,ISM-1573
"In the ACSC ISM, which controls describe that The storage of data in a portable manner that allows for backups, service migration and service decommissioning without any loss of data is documented in contractual arrangements with service providers.?",,ISM-1574
"In the ACSC ISM, which controls describe that A minimum notification period of one month for the cessation of any services by a service provider is documented in contractual arrangements with service providers.?",,ISM-1575
"In the ACSC ISM, which controls describe that An organisation’s systems and data are not accessed or administered by a service provider unless a contractual arrangement exists between the organisation and the service provider to do so.?",,ISM-1073
"In the ACSC ISM, which controls describe that If an organisation’s systems or data are accessed or administered by a service provider in an unauthorised manner, the organisation is immediately notified.?",,ISM-1576
"In the ACSC ISM, which controls describe that A cyber security strategy is developed, implemented and maintained.?",,ISM-0039
"In the ACSC ISM, which controls describe that Organisational-level security documentation is approved by the Chief Information Security Officer while system-specific security documentation is approved by the system’s authorising officer.?",,ISM-0047
"In the ACSC ISM, which controls describe that A system’s security architecture is approved prior to the development of the system.?",,ISM-1739
"In the ACSC ISM, which controls describe that Security documentation is reviewed at least annually and includes a ‘current as at [date]’ or equivalent statement.?",,ISM-0888
"In the ACSC ISM, which controls describe that Security documentation, including notification of subsequent changes, is communicated to all stakeholders.?",,ISM-1602
"In the ACSC ISM, which controls describe that Systems have a system security plan that includes a description of the system and an annex that covers both applicable controls from this document and any additional controls that have been identified.?",,ISM-0041
"In the ACSC ISM, which controls describe that Systems have an incident response plan that covers the following:
• guidelines on what constitutes a cyber security incident
• the types of cyber security incidents likely to be encountered and the expected response to each type
• how to report cyber security incidents, internally to an organisation and externally to relevant authorities
• other parties which need to be informed in the event of a cyber security incident
• the authority, or authorities, responsible for investigating and responding to cyber security incidents
• the criteria by which an investigation of a cyber security incident would be requested from a law enforcement agency, the Australian Cyber Security Centre or other relevant authority
• the steps necessary to ensure the integrity of evidence relating to a cyber security incident
• system contingency measures or a reference to such details if they are located in a separate document.?",,ISM-0043
"In the ACSC ISM, which controls describe that Systems have a continuous monitoring plan that includes:
• conducting vulnerability scans for systems at least monthly
• conducting vulnerability assessments or penetration tests for systems at least annually
• analysing identified security vulnerabilities to determine their potential impact
• implementing mitigations based on risk, effectiveness and cost.?",,ISM-1163
"In the ACSC ISM, which controls describe that At the conclusion of a security assessment for a system, a security assessment report is produced by the assessor and covers:
• the scope of the security assessment
• the system’s strengths and weaknesses
• security risks associated with the operation of the system
• the effectiveness of the implementation of controls
• any recommended remediation actions.?",,ISM-1563
"In the ACSC ISM, which controls describe that At the conclusion of a security assessment for a system, a plan of action and milestones is produced by the system owner.?",,ISM-1564
"In the ACSC ISM, which controls describe that Systems are secured in facilities that meet the requirements for a security zone suitable for their sensitivity or classification.?",,ISM-0810
"In the ACSC ISM, which controls describe that Servers, network devices and cryptographic equipment are secured in server rooms or communications rooms that meet the requirements for a security zone suitable for their sensitivity or classification.?",,ISM-1053
"In the ACSC ISM, which controls describe that Servers, network devices and cryptographic equipment are secured in security containers or secure rooms suitable for their sensitivity or classification taking into account the combination of security zones they reside in.?",,ISM-1530
"In the ACSC ISM, which controls describe that Server rooms, communications rooms, security containers and secure rooms are not left in unsecured states.?",,ISM-0813
"In the ACSC ISM, which controls describe that Keys or equivalent access mechanisms to server rooms, communications rooms, security containers and secure rooms are appropriately controlled.?",,ISM-1074
"In the ACSC ISM, which controls describe that Physical security is implemented to protect network devices in public areas from physical damage or unauthorised access.?",,ISM-1296
"In the ACSC ISM, which controls describe that Unauthorised people are prevented from observing systems, in particular workstation displays and keyboards, within facilities.?",,ISM-0164
"In the ACSC ISM, which controls describe that ICT equipment and media are secured when not in use.?",,ISM-0161
"In the ACSC ISM, which controls describe that Cyber security awareness training is undertaken annually by all personnel and covers:
• the purpose of the cyber security awareness training
• security appointments and contacts
• authorised use of systems and their resources
• protection of systems and their resources
• reporting of cyber security incidents and suspected compromises of systems and their resources.?",,ISM-0252
"In the ACSC ISM, which controls describe that Tailored privileged user training is undertaken annually by all privileged users.?",,ISM-1565
"In the ACSC ISM, which controls describe that Personnel dealing with banking details and payment requests are advised of what business email compromise is, how to manage such situations and how to report it.?",,ISM-1740
"In the ACSC ISM, which controls describe that Personnel are advised of what suspicious contact via online services is and how to report it.?",,ISM-0817
"In the ACSC ISM, which controls describe that Personnel are advised to not post work information to unauthorised online services and to report cases where such information is posted.?",,ISM-0820
"In the ACSC ISM, which controls describe that Personnel are advised to maintain separate work and personal accounts for online services.?",,ISM-1146
"In the ACSC ISM, which controls describe that Personnel are advised of security risks associated with posting personal information to online services and are encouraged to use any available privacy settings to restrict who can view such information.?",,ISM-0821
"In the ACSC ISM, which controls describe that Personnel are advised not to send or receive files via unauthorised online services.?",,ISM-0824
"In the ACSC ISM, which controls describe that Access requirements for a system and its resources are documented in its system security plan.?",,ISM-0432
"In the ACSC ISM, which controls describe that Personnel undergo appropriate employment screening and, where necessary, hold an appropriate security clearance before being granted access to a system and its resources.?",,ISM-0434
"In the ACSC ISM, which controls describe that Personnel receive any necessary briefings before being granted access to a system and its resources.?",,ISM-0435
"In the ACSC ISM, which controls describe that Personnel granted access to a system and its resources are uniquely identifiable.?",,ISM-0414
"In the ACSC ISM, which controls describe that The use of shared user accounts is strictly controlled, and personnel using such accounts are uniquely identifiable.?",,ISM-0415
"In the ACSC ISM, which controls describe that Personnel who are contractors are identified as such.?",,ISM-1583
"In the ACSC ISM, which controls describe that Requests for unprivileged access to systems, applications and data repositories are validated when first requested.?",,ISM-0405
"In the ACSC ISM, which controls describe that Use of unprivileged access is logged.?",,ISM-1566
"In the ACSC ISM, which controls describe that Unprivileged access event logs are stored centrally.?",,ISM-1714
"In the ACSC ISM, which controls describe that Requests for privileged access to systems and applications are validated when first requested.?",,ISM-1507
"In the ACSC ISM, which controls describe that Requests for privileged access to data repositories are validated when first requested.?",,ISM-1733
"In the ACSC ISM, which controls describe that Privileged access to systems and applications is limited to only what is required for users and services to undertake their duties.?",,ISM-1508
"In the ACSC ISM, which controls describe that Privileged user accounts are prevented from accessing the internet, email and web services.?",,ISM-1175
"In the ACSC ISM, which controls describe that Privileged service accounts are prevented from accessing the internet, email and web services.?",,ISM-1653
"In the ACSC ISM, which controls describe that Just-in-time administration is used for administering systems and applications.?",,ISM-1649
"In the ACSC ISM, which controls describe that Privileged users are assigned a dedicated privileged account to be used solely for tasks requiring privileged access.?",,ISM-0445
"In the ACSC ISM, which controls describe that Unique privileged accounts are used for administering individual server applications.?",,ISM-1263
"In the ACSC ISM, which controls describe that Privileged access events are logged.?",,ISM-1509
"In the ACSC ISM, which controls describe that Privileged access event logs are stored centrally.?",,ISM-1651
"In the ACSC ISM, which controls describe that Privileged account and group management events are logged.?",,ISM-1650
"In the ACSC ISM, which controls describe that Privileged account and group management event logs are stored centrally.?",,ISM-1652
"In the ACSC ISM, which controls describe that Access to systems, applications and data repositories is removed or suspended on the same day personnel no longer have a legitimate requirement for access.?",,ISM-0430
"In the ACSC ISM, which controls describe that Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities.?",,ISM-1591
"In the ACSC ISM, which controls describe that Unprivileged access to systems and applications is automatically disabled after 45 days of inactivity.?",,ISM-1404
"In the ACSC ISM, which controls describe that Privileged access to systems and applications is automatically disabled after 45 days of inactivity.?",,ISM-1648
"In the ACSC ISM, which controls describe that Access to data repositories is automatically disabled after 45 days of inactivity.?",,ISM-1716
"In the ACSC ISM, which controls describe that Privileged access to systems and applications is automatically disabled after 12 months unless revalidated.?",,ISM-1647
"In the ACSC ISM, which controls describe that Privileged access to data repositories is automatically disabled after 12 months unless revalidated.?",,ISM-1734
"In the ACSC ISM, which controls describe that A secure record is maintained for the life of each system covering:
• all personnel authorised to access the system, and their user identification
• who provided authorisation for access
• when access was granted
• the level of access that was granted
• when access, and the level of access, was last reviewed
• when the level of access was changed, and to what extent (if applicable)
• when access was withdrawn (if applicable).?",,ISM-0407
"In the ACSC ISM, which controls describe that When personnel are granted temporary access to a system, effective controls are put in place to restrict their access to only data required for them to undertake their duties.?",,ISM-0441
"In the ACSC ISM, which controls describe that A method of emergency access to systems is documented and tested at least once when initially implemented and each time fundamental information technology infrastructure changes occur.?",,ISM-1610
"In the ACSC ISM, which controls describe that Break glass accounts are only used when normal authentication processes cannot be used.?",,ISM-1611
"In the ACSC ISM, which controls describe that Break glass accounts are only used for specific authorised activities.?",,ISM-1612
"In the ACSC ISM, which controls describe that Break glass account credentials are changed by the account custodian after they are accessed by any other party.?",,ISM-1614
"In the ACSC ISM, which controls describe that Break glass accounts are tested after credentials are changed.?",,ISM-1615
"In the ACSC ISM, which controls describe that Use of break glass accounts is logged.?",,ISM-1613
"In the ACSC ISM, which controls describe that Break glass event logs are stored centrally.?",,ISM-1715
"In the ACSC ISM, which controls describe that Cabling infrastructure is installed in accordance with relevant Australian Standards, as directed by the Australian Communications and Media Authority.?",,ISM-0181
"In the ACSC ISM, which controls describe that Fibre-optic cables are used for cabling infrastructure instead of copper cables.?",,ISM-1111
"In the ACSC ISM, which controls describe that A cable register is developed, implemented, maintained and verified on a regular basis.?",,ISM-0211
"In the ACSC ISM, which controls describe that A cable register contains the following for each cable:
• cable identifier
• cable colour
• sensitivity/classification
• source
• destination
• location
• seal numbers (if applicable).?",,ISM-0208
"In the ACSC ISM, which controls describe that Floor plan diagrams are developed, implemented, maintained and verified on a regular basis.?",,ISM-1645
"In the ACSC ISM, which controls describe that Floor plan diagrams contain the following:
• cable paths (including ingress and egress points between floors)
• cable reticulation system and conduit paths
• floor concentration boxes
• wall outlet boxes
• network cabinets.?",,ISM-1646
"In the ACSC ISM, which controls describe that Cable labelling processes, and supporting cable labelling procedures, are developed, implemented and maintained.?",,ISM-0206
"In the ACSC ISM, which controls describe that Cables are labelled at each end with sufficient source and destination details to enable the physical identification and inspection of the cable.?",,ISM-1096
"In the ACSC ISM, which controls describe that Building management cables are labelled with their purpose in black writing on a yellow background, with a minimum size of 2.5 cm x 1 cm, and attached at five-metre intervals.?",,ISM-1639
"In the ACSC ISM, which controls describe that Cables for foreign systems installed in Australian facilities are labelled at inspection points.?",,ISM-1640
"In the ACSC ISM, which controls describe that Cables for individual systems use a consistent colour.?",,ISM-1820
"In the ACSC ISM, which controls describe that OFFICIAL and PROTECTED cables are coloured neither salmon pink nor red.?",,ISM-0926
"In the ACSC ISM, which controls describe that Cables are inspectable at a minimum of five-metre intervals.?",,ISM-1112
"In the ACSC ISM, which controls describe that Cables in TOP SECRET areas are fully inspectable for their entire length.?",,ISM-1119
"In the ACSC ISM, which controls describe that Cable bundles or conduits sharing a common cable reticulation system have a dividing partition or visible gap between each cable bundle and conduit.?",,ISM-1114
"In the ACSC ISM, which controls describe that In shared facilities, cables are run in an enclosed cable reticulation system.?",,ISM-1130
"In the ACSC ISM, which controls describe that In shared facilities, conduits or the front covers of ducts, cable trays in floors and ceilings, and associated fittings are clear plastic.?",,ISM-1164
"In the ACSC ISM, which controls describe that Cables from cable trays to wall outlet boxes are run in flexible or plastic conduit.?",,ISM-1115
"In the ACSC ISM, which controls describe that Wall outlet boxes denote the systems, cable identifiers and wall outlet box identifier.?",,ISM-1095
"In the ACSC ISM, which controls describe that Wall outlet boxes for individual systems use a consistent colour.?",,ISM-1822
"In the ACSC ISM, which controls describe that OFFICIAL and PROTECTED wall outlet boxes are coloured neither salmon pink nor red.?",,ISM-1107
"In the ACSC ISM, which controls describe that Wall outlet box covers are clear plastic.?",,ISM-1109
"In the ACSC ISM, which controls describe that Cable reticulation systems leading into cabinets are terminated as close as possible to the cabinet.?",,ISM-1102
"In the ACSC ISM, which controls describe that In TOP SECRET areas, cable reticulation systems leading into cabinets in server rooms or communications rooms are terminated as close as possible to the cabinet.?",,ISM-1101
"In the ACSC ISM, which controls describe that In TOP SECRET areas, cable reticulation systems leading into cabinets not in server rooms or communications rooms are terminated at the boundary of the cabinet.?",,ISM-1103
"In the ACSC ISM, which controls describe that System owners deploying OFFICIAL or PROTECTED systems with Radio Frequency transmitters that will be co-located with SECRET or TOP SECRET systems contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.?",,ISM-0248
"In the ACSC ISM, which controls describe that System owners deploying systems or military platforms overseas contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.?",,ISM-0249
"In the ACSC ISM, which controls describe that An emanation security threat assessment is sought as early as possible in a system’s life cycle as implementing emanation security can have significant cost implications.?",,ISM-0246
"In the ACSC ISM, which controls describe that ICT equipment meets industry and government standards relating to electromagnetic interference/electromagnetic compatibility.?",,ISM-0250
"In the ACSC ISM, which controls describe that A telephone system usage policy is developed, implemented and maintained.?",,ISM-1078
"In the ACSC ISM, which controls describe that Personnel are advised of the permitted sensitivity or classification of information that can be discussed over both internal and external telephone systems.?",,ISM-0229
"In the ACSC ISM, which controls describe that Personnel are advised of security risks posed by non-secure telephone systems in areas where sensitive or classified conversations can occur.?",,ISM-0230
"In the ACSC ISM, which controls describe that When using cryptographic equipment to permit different levels of conversation for different kinds of connections, telephone systems give a visual indication of what kind of connection has been made.?",,ISM-0231
"In the ACSC ISM, which controls describe that Telephone systems used for sensitive or classified conversations encrypt all traffic that passes over external systems.?",,ISM-0232
"In the ACSC ISM, which controls describe that Cordless telephone handsets and headsets are not used for sensitive or classified conversations unless all communications are encrypted.?",,ISM-0233
"In the ACSC ISM, which controls describe that Speakerphones are not used on telephone systems in TOP SECRET areas unless the telephone system is located in an audio secure room, the room is audio secure during conversations and only personnel involved in conversations are present in the room.?",,ISM-0235
"In the ACSC ISM, which controls describe that Off-hook audio protection features are used on telephone systems in areas where background conversations may exceed the sensitivity or classification that the telephone system is authorised for communicating.?",,ISM-0236
"In the ACSC ISM, which controls describe that In SECRET and TOP SECRET areas, push-to-talk handsets or push-to-talk headsets are used to meet any off-hook audio protection requirements.?",,ISM-0931
"In the ACSC ISM, which controls describe that Video conferencing and IP telephony infrastructure is hardened.?",,ISM-1562
"In the ACSC ISM, which controls describe that When video conferencing or IP telephony traffic passes through a gateway containing a firewall or proxy, a video-aware or voice-aware firewall or proxy is used.?",,ISM-0546
"In the ACSC ISM, which controls describe that Video conferencing and IP telephony calls are established using a secure session initiation protocol.?",,ISM-0548
"In the ACSC ISM, which controls describe that Video conferencing and IP telephony calls are conducted using a secure real-time transport protocol.?",,ISM-0547
"In the ACSC ISM, which controls describe that An encrypted and non-replayable two-way authentication scheme is used for call authentication and authorisation.?",,ISM-0554
"In the ACSC ISM, which controls describe that Authentication and authorisation is used for all actions on a video conferencing network, including call setup and changing settings.?",,ISM-0553
"In the ACSC ISM, which controls describe that Authentication and authorisation is used for all actions on an IP telephony network, including registering a new IP phone, changing phone users, changing settings and accessing voicemail.?",,ISM-0555
"In the ACSC ISM, which controls describe that IP telephony is configured such that:
• IP phones authenticate themselves to the call controller upon registration
• auto-registration is disabled and only authorised devices are allowed to access the network
• unauthorised devices are blocked by default
• all unused and prohibited functionality is disabled.?",,ISM-0551
"In the ACSC ISM, which controls describe that Video conferencing and IP telephony traffic is separated physically or logically from other data traffic.?",,ISM-0549
"In the ACSC ISM, which controls describe that Workstations are not connected to video conferencing units or IP phones unless the workstation or the device uses Virtual Local Area Networks or similar mechanisms to maintain separation between video conferencing, IP telephony and other data traffic.?",,ISM-0556
"In the ACSC ISM, which controls describe that IP phones used in public areas do not have the ability to access data networks, voicemail and directory services.?",,ISM-0558
"In the ACSC ISM, which controls describe that Microphones (including headsets and USB handsets) and webcams are not used with non-SECRET workstations in SECRET areas.?",,ISM-0559
"In the ACSC ISM, which controls describe that Microphones (including headsets and USB handsets) and webcams are not used with non-TOP SECRET workstations in TOP SECRET areas.?",,ISM-1450
"In the ACSC ISM, which controls describe that A denial of service response plan for video conferencing and IP telephony services is developed, implemented and maintained.?",,ISM-1019
"In the ACSC ISM, which controls describe that A denial of service response plan for video conferencing and IP telephony services contains the following:
• how to identify signs of a denial-of-service attack
• how to identify the source of a denial-of-service attack
• how capabilities can be maintained during a denial-of-service attack
• what actions can be taken to respond to a denial-of-service attack.?",,ISM-1805
"In the ACSC ISM, which controls describe that A fax machine and MFD usage policy is developed, implemented and maintained.?",,ISM-0588
"In the ACSC ISM, which controls describe that Separate fax machines or MFDs are used for sending sensitive or classified fax messages and all other fax messages.?",,ISM-1092
