instruction,input,output
In the ACSC ISM What does it mean when attempts to access websites through their IP address are blocked?,,It means that you cannot visit certain sites because they have been restricted or banned from accessing them. ISM-1171. Attempts to access websites through their IP addresses instead of their domain names are blocked by web content filters.
In the ACSC ISM What does ISM-1171 refer to in this context?,,	ISM-1171 refers to a standard or policy used to block attempts to access websites through their IP address rather than their domain name ISM-1171. Attempts to access websites through their IP addresses instead of their domain names are blocked by web content filters.
In the ACSC ISM Is there any way to find out if my connection has been blocked?,,"Yes, you can check whether your connection is being filtered by entering the URL into a site like https://www.whatismyipaddress.com/ ISM-1171. Attempts to access websites through their IP addresses instead of their domain names are blocked by web content filters."
In the ACSC ISM How can I get around these restrictions?,,You could use a proxy server to mask your location so that you appear to be connecting from another country with less restrictive policies. ISM-1171. Attempts to access websites through their IP addresses instead of their domain names are blocked by web content filters.
In the ACSC ISM What are some examples of multi-factor authentication methods?,,"Some examples of multi-factor authentication methods include biometrics (fingerprints), smart cards, tokens, PIN codes, SMS messages, etc ISM-1173. Multi-factor authentication is used to authenticate privileged users of systems."
In the ACSC ISM What is multi-factor authentication?,,"Multi-factor authentication (MFA) is a security process that requires multiple forms of identification from different categories, such as something you know and something you have or are, before granting access to a system ISM-1173. Multi-factor authentication is used to authenticate privileged users of systems."
In the ACSC ISM What are some examples of network documentation?,,"Examples of network documentation include: ISM-1178. Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services."
In the ACSC ISM What are the requirements of network documentation?,,"The requirements of network documentation include providing sufficient detail about the network infrastructure and its components so that it can be used by another organization to provide contracted services ISM-1178. Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services."
In the ACSC ISM What is network segmentation and segregation?,,"Segmenting or separating networks into different groups based on importance and sensitivity of information ISM-1181. Networks are segregated into multiple network zones according to the criticality of servers, services and data."
In the ACSC ISM What are some examples of network access control policies?,,"Examples include: Allowing or denying specific types of traffic (e.g., blocking all HTTP requests), allowing or denying connections from certain IP addresses, restricting access based on time of day, etc ISM-1182. Network access controls are implemented to limit network traffic within and between network segments to only those required for business purposes."
In the ACSC ISM What is network access control?,,Network Access Control (NAC) refers to the process of restricting access to computer networks based on policies defined by administrators. ISM-1182. Network access controls are implemented to limit network traffic within and between network segments to only those required for business purposes.
In the ACSC ISM What does hard fail mean in relation to sender policy framework records?,,Hard Fail means that if any mail server receives a message with this type of record it will immediately reject the message without further processing ISM-1183. A hard fail SPF record is used when specifying authorised email servers (or lack thereof) for all domains (including subdomains).
In the ACSC ISM What is the purpose of using Internet Protocol Version 6 (IPV6)?,,The main purpose of using IPV6 is to provide enough addresses so that every device can have its own unique address ISM-1186. IPv6 capable network security appliances are used on IPv6 and dual-stack networks.
In the ACSC ISM What type of network should use IPv6 capable network security appliance?,,Dual stack or IPv6 only ISM-1186. IPv6 capable network security appliances are used on IPv6 and dual-stack networks.
In the ACSC ISM What are some ways in which you can transfer data securely between two locations?,,"Some ways to transfer data securely include using encrypted channels such as VPNs or FTPS, encrypting files before sending them over email, and ensuring that all devices used during the process have up-to-date antivirus software installed ISM-1187. When manually exporting data from systems, the data is checked for unsuitable protective markings."
In the ACSC ISM What are some examples of gateways?,,"	Firewalls, routers, switches ISM-1192. Gateways inspect and filter data flows at the transport and above network layers."
In the ACSC ISM What are some examples of mobile device management policies?,,"Some examples of mobile device management policies include password requirements, encryption settings, remote wipe capabilities, and data backup options ISM-1195. A Mobile Device Management solution is used to ensure mobile device management policy is applied to all mobile devices."
In the ACSC ISM What is a Mobile Device Management (MDM) Solution?,,"A MDM solution ensures that mobile device policies are enforced on all mobile devices, and provides visibility into how those devices are being used ISM-1195. A Mobile Device Management solution is used to ensure mobile device management policy is applied to all mobile devices."
In the ACSC ISM What does ISM-1196 OFFICIAL mean in terms of bluetooth functionality?,,It means that the device will only allow connections from trusted sources ISM-1196. OFFICIAL and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.
In the ACSC ISM What does OFFICIAL mean?,,It means that this device has been authorized for use by government officials or employees of certain organizations - ISM-1196. OFFICIAL and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.
In the ACSC ISM What does OFFICIAL mean?,,Official means authorized or approved by someone with authority - ISM-1198. Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed in a manner such that connections are only made between intended Bluetooth devices.
In the ACSC ISM What are some examples of secure connections?,,"Some examples of secure connections include WPA/WPA2 Enterprise, EAP-TLS, PEAP, LEAP, etc ISM-1200. Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed using Secure Connections, preferably with Numeric Comparison if supported."
In the ACSC ISM What are some examples of system administration processes and procedures?,,"Examples include: Documenting requirements for administrative activities, considering potential security impacts, obtaining any necessary approvals, notifying users of any disruptions or outages, and maintaining system and security documentation ISM-1211. System administrators document requirements for administrative activities, consider potential security impacts, obtain any necessary approvals, notify users of any disruptions or outages, and maintain system and security documentation."
In the ACSC ISM What are some steps involved in handling and containing intrusions?,,"Some steps involved in handling and containing intrusions include: ISM-1213. Following intrusion remediation activities, full network traffic is captured for at least seven days and analysed to determine whether the adversary has been successfully removed from the system."
In the ACSC ISM What are some of the steps involved with following intrusion remediation activities?,,"Full network traffic is captured for at least 7 days and analyzed to determine if the adversary has been successfully removed from the system ISM-1213. Following intrusion remediation activities, full network traffic is captured for at least seven days and analysed to determine whether the adversary has been successfully removed from the system."
In the ACSC ISM What does control mean?,,"Control means to limit or restrict something from happening - ISM-1217. Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate ICT equipment with its prior use are removed prior to its disposal."
In the ACSC ISM What does control mean?,,"Control means to limit or restrict something - ISM-1217. Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate ICT equipment with its prior use are removed prior to its disposal."
In the ACSC ISM What does MFD stand for?,,Multi-Function Device - ISM-1219. MFD print drums and image transfer rollers are inspected and destroyed if there is remnant toner which cannot be removed or a print is visible on the image transfer roller.
In the ACSC ISM What does platens mean?,,Platens refer to the surface of printers and multifunction devices where documents are printed onto paper ISM-1220. Printer and MFD platens are inspected and destroyed if any text or images are retained on the platen.
In the ACSC ISM How do you check if there's a paper jam?,,"Check for any signs of paper jams, such as excessive noise or lights flashing on the printer/MFD - ISM-1221. Printers and MFDs are checked to ensure no pages are trapped in the paper path due to a paper jam."
In the ACSC ISM How do you check if there's a paper jam?,,"Check for any signs of paper jams, such as unusual sounds or lights on the printer/MFD. - ISM-1221. Printers and MFDs are checked to ensure no pages are trapped in the paper path due to a paper jam."
In the ACSC ISM What are some ways to protect your computer from malicious software attacks?,,"	There are many different methods you can use to protect yourself against malicious software attacks on your computer. Some of these include installing antivirus programs, keeping all operating systems up to date with patches, avoiding suspicious websites or emails, not clicking links inside unsolicited messages, and being careful when downloading files online ISM-1223. Memory in network devices is sanitised using the following processes, in order of preference:
• following device-specific guidance provided in evaluation documentation
• following vendor sanitisation guidance
• loading a dummy configuration file, performing a factory reset and then reinstalling firmware."
In the ACSC ISM What is the control description for sending a fax?,,"The paper tray of the fax machine is removed, and a fax message with a minimum length of four pages is transmitted, before the paper tray is re-installed to allow a fax summary page to be printed. ISM-1225. The paper tray of the fax machine is removed, and a fax message with a minimum length of four pages is transmitted, before the paper tray is re-installed to allow a fax summary page to be printed."
In the ACSC ISM What does no pages are trapped mean?,,It means there are no papers stuck inside the fax machine's paper feeding system ISM-1226. Fax machines are checked to ensure no pages are trapped in the paper path due to a paper jam.
In the ACSC ISM What should you do when setting up credentials for user accounts?,,	You should use random passwords with a minimum length of eight characters ISM-1227. Credentials set for user accounts are randomly generated.
In the ACSC ISM What is the purpose of cybersecurity?,,"The primary goal of cybersecurity is to protect data and systems from unauthorized access, disruption or destruction by malicious actors ISM-1228. Cyber security events are analysed in a timely manner to identify cyber security incidents."
In the ACSC ISM What is the name of the protocol used in key exchange during establishment of IPSec connection?,,The name of the protocol used in key exchange during establishment of IPSec connection is ISM-1233 IKE version 2 ISM-1233. IKE version 2 is used for key exchange when establishing IPsec connections.
In the ACSC ISM What does IKE stand for?,,Internet Key Exchange - ISM-1233. IKE version 2 is used for key exchange when establishing IPsec connections.
In the ACSC ISM What are some examples of potentially harmful content?,,"Examples include malicious links, phishing attempts, spam emails, viruses, etc - ISM-1234. Email content filtering is implemented to filter potentially harmful content in email bodies and attachments."
In the ACSC ISM How can you implement email content filtering on your network?,,Implementing email content filtering involves configuring the mail server with filters that block certain types of messages from being delivered or stored on the system. ISM-1234. Email content filtering is implemented to filter potentially harmful content in email bodies and attachments.
In the ACSC ISM What add-on should I use with my browser?,,"You can try using Google Chrome Extensions or Mozilla Firefox Add-Ons ISM-1235. Add-ons, extensions and plug-ins for office productivity suites, web browsers, email clients, PDF software and security products are restricted to an organisation-approved set."
In the ACSC ISM What does web content filtering mean?,,"It refers to the process of restricting access to certain websites or types of online content, such as pornography and violent material - ISM-1237. Web content filtering is applied to outbound web traffic where appropriate."
In the ACSC ISM What does web content filtering mean?,,"It refers to the process of restricting access to certain websites or types of online content, such as pornography and other objectionable material - ISM-1237. Web content filtering is applied to outbound web traffic where appropriate."
In the ACSC ISM How can you use web content filters in your network?,,You can apply web content filters on outbound web traffic ISM-1237. Web content filtering is applied to outbound web traffic where appropriate.
In the ACSC ISM What is threat modeling?,,	Threat Modeling is a process whereby potential threats are identified and analyzed so as to determine how they can affect your system or product. ISM-1238. Threat modelling is used in support of application development.
In the ACSC ISM What are some examples of robust web application frameworks?,,"	Some examples of robust web application frameworks include Django, Flask, Pyramid, Tornado, Falcon, CherryPy, TurboGears, Pylons, Twisted, Bottle, and WSGI. ISM-1239. Robust web application frameworks are used in the development of web applications."
In the ACSC ISM What does validation mean?,,"It means checking if data entered into a system meets certain criteria, such as being within acceptable ranges of values - ISM-1240. Validation or sanitisation is performed on all input handled by web applications."
In the ACSC ISM What are some examples of validation or sanitation techniques used in web applciations?,,"Examples include: - Strip out any special characters from user inputs (e.g., <, >, &) - Check if the length of the string is valid - Ensure that only numbers can be entered into numeric fields ISM-1240. Validation or sanitisation is performed on all input handled by web applications."
In the ACSC ISM What is ISM-1241 Output Encoding?,,	ISM-1241 Output Encoding is used in web applications to encode data before it is sent out as part of the HTTP response ISM-1241. Output encoding is performed on all output produced by web applications.
In the ACSC ISM What are some examples of databases?,,"Examples of databases include MySQL, PostgreSQL, MongoDB, Oracle, SQL Server, SQLite, MariaDB ISM-1243. A database register is developed, implemented, maintained and verified on a regular basis."
In the ACSC ISM What happens when all temporary installation files and logs created during server application installations are removed?,,"The system will be free of unnecessary data, which can help improve performance ISM-1245. All temporary installation files and logs created during server application installation processes are removed after server applications have been installed."
In the ACSC ISM What does it mean for server applications to be configured to run as a separate account?,,"It means they will have access only to resources necessary to complete their tasks, and no more than that ISM-1249. Server applications are configured to run as a separate account with the minimum privileges needed to perform their functions."
In the ACSC ISM What does it mean when you say The accounts under which server applications run have limited access to their underlying server's file system?,,"It means that the account running on the server has restricted permissions and cannot modify or delete files from its own directory, but can only read them. ISM-1250. The accounts under which server applications run have limited access to their underlying server’s file system."
In the ACSC ISM What are some ways in which you can restrict privileges for server applications?,,	Restricting privileges for server applications involves limiting the permissions granted to users or groups on files and directories. This includes setting appropriate permissions on all critical files and folders as well as ensuring that only necessary services are running with administrative rights ISM-1250. The accounts under which server applications run have limited access to their underlying server’s file system.
In the ACSC ISM How can you protect your databases from unauthorized modification or removal?,,"You can restrict user's ability to access, insert, modify and remove data by implementing proper authorization controls ISM-1255. Database users’ ability to access, insert, modify and remove database contents is restricted based on their work duties."
In the ACSC ISM What are some of the restrictions placed on database users?,,"Users' ability to access, insert, modify or delete data from databases is restricted according to their job roles. ISM-1255. Database users’ ability to access, insert, modify and remove database contents is restricted based on their work duties."
In the ACSC ISM How can you protect your databases from unauthorized access?,,You can apply file based access control on database files ISM-1256. File-based access controls are applied to database files.
"In the ACSC ISM What happens when default accounts or credentials for server applications, including for any pre-configured accounts, are changed?",,"When default accounts or credentials for server applications, including for any pre-configured accounts, are changed, it may cause unexpected behavior and errors on the system ISM-1260. Default accounts or credentials for server applications, including for any pre-configured accounts, are changed."
In the ACSC ISM What is unique privilege account?,,Unique privileged accounts are used for administering individual server applications - ISM-1263. Unique privileged accounts are used for administering individual server applications.
In the ACSC ISM What are some ways in which organizations can protect data stored on databases?,,"Organizations can use various methods such as applying minimum privilege, using database views and creating database roles to enforce the need-to-know principle ISM-1268. The need-to-know principle is enforced for database contents through the application of minimum privileges, database views and database roles."
In the ACSC ISM What is the purpose of placing database servers in a separate network from other devices?,,The purpose of separating database servers into a separate network is to prevent unauthorized access by users or malicious software. ISM-1270. Database servers are placed on a different network segment to user workstations.
In the ACSC ISM What is a network access control?,,"A network access control (NAC) is a security policy used to regulate traffic between computers on a network. ISM-1271. Network access controls are implemented to restrict database server communications to strictly defined network resources, such as web servers, application servers and storage area networks."
In the ACSC ISM What are some examples of network access controls?,,"Examples include firewalls, intrusion detection systems (IDS), virtual private networks (VPNs) ISM-1271. Network access controls are implemented to restrict database server communications to strictly defined network resources, such as web servers, application servers and storage area networks."
In the ACSC ISM What are some common network environments used by databases?,,"Some common network environments used by databases include LANs (Local Area Network), WLANs (Wireless Local Area Network) and VPNs (Virtual Private Network). ISM-1272. If only local access to a database is required, networking functionality of database management system software is disabled or directed to listen solely to the localhost interface."
In the ACSC ISM What does it mean if only local access to a database is required?,,"It means that no remote connections are allowed and all data must be accessed from within the same network as the server. ISM-1272. If only local access to a database is required, networking functionality of database management system software is disabled or directed to listen solely to the localhost interface."
In the ACSC ISM What are development and testing environments?,,"Development and testing environments are used for developing, testing, and debugging software applications before they go into production - ISM-1273. Development and testing environments do not use the same database servers as production environments."
In the ACSC ISM What does this control mean?,,This means that database content from production environments should only be used for development and testing if they have been secured at the same level of protection as the production environment ISM-1274. Database contents from production environments are not used in development or testing environments unless the environment is secured to the same level as the production environment.
In the ACSC ISM What does this control do?,,This control filters all queries to databases from web applications for legitimate content and correct syntax - ISM-1275. All queries to databases from web applications are filtered for legitimate content and correct syntax.
In the ACSC ISM What is parameterized query in web applications?,,"	Parameterized query is a type of SQL statement which allows you to pass parameters into your query so it can return different results based on those values ISM-1276. Parameterised queries or stored procedures, instead of dynamically generated queries, are used for database interactions."
In the ACSC ISM What is parameterized query?,,"It is a type of SQL statement that allows you to pass parameters into your query and use them as variables within it - ISM-1276. Parameterised queries or stored procedures, instead of dynamically generated queries, are used for database interactions."
In the ACSC ISM What does control mean?,,Encrypted data communication - ISM-1277. Data communicated between database servers and web servers is encrypted.
In the ACSC ISM What are some common types of attacks on databases?,,"	Some common types of attacks on databases include SQL injection, denial of service (DoS), buffer overflows, and privilege escalation ISM-1277. Data communicated between database servers and web servers is encrypted."
In the ACSC ISM How can web developers improve database interactions in order to reduce errors?,,Developers need to ensure they have sufficient knowledge of the data structures used by the system so that they can design interfaces which minimize the risk of errors ISM-1278. Web applications are designed or configured to provide as little error information as possible about the structure of databases.
In the ACSC ISM What does it mean when web apps are designed with minimal error info?,,"When web apps are designed with minimal error info, they do not display any errors on their interface and instead return generic messages such as Error occurred or Internal Server Error. ISM-1278. Web applications are designed or configured to provide as little error information as possible about the structure of databases."
In the ACSC ISM What does content validation mean?,,Content validation refers to checking whether files are free of errors and meet certain standards before they can be processed by systems - ISM-1284. Files imported or exported via gateways or CDSs undergo content validation.
In the ACSC ISM What does ISM-1284 refer to in this context?,,	ISM-1284 refers to International Standardization Management - 1284 ISM-1284. Files imported or exported via gateways or CDSs undergo content validation.
In the ACSC ISM What does content conversion mean in context with content filtering?,,	Content Conversion refers to converting data from one format into another format so it can be used by different systems ISM-1286. Files imported or exported via gateways or CDSs undergo content conversion.
In the ACSC ISM What does ISM-1287 refer to in this context?,,	It refers to the International Standardization Management standard number 1287 ISM-1287. Files imported or exported via gateways or CDSs undergo content sanitisation.
In the ACSC ISM What does ISM-1289 refer to?,,	It refers to the standard number of the document which specifies how archive files can be imported/exported through gateways or Content Delivery Services (CDS). ISM-1289. Archive files imported or exported via gateways or CDSs are unpacked in order to undergo content filtering checks.
In the ACSC ISM What does archive files mean?,,	Archive files refer to data stored on archival media such as tape drives or optical disks ISM-1290. Archive files are unpacked in a controlled manner to ensure content filter performance or availability is not adversely affected.
In the ACSC ISM What does controlled mean?,,"Controlled means done with care and precision, without causing damage or harm - ISM-1290. Archive files are unpacked in a controlled manner to ensure content filter performance or availability is not adversely affected."
In the ACSC ISM What does ISM-1293 refer to?,,	ISM-1293 refers to the International Standardization Measurement standard number 1293 ISM-1293. Encrypted files imported or exported via gateways or CDSs are decrypted in order to undergo content filtering checks.
In the ACSC ISM What happens when encrypted files are imported/exported through gateways and CDS?,,"When encrypted files are imported or exported through gateways or CDS, they will be automatically decrypted so that they can undergo content filtering checks ISM-1293. Encrypted files imported or exported via gateways or CDSs are decrypted in order to undergo content filtering checks."
In the ACSC ISM What does partially verified mean?,,"Partial verification means that data transfers have been reviewed and confirmed as accurate, but not all of them were checked. - ISM-1294. Data transfer logs for systems are partially verified at least monthly."
In the ACSC ISM What does partially verified mean in this context?,,Partial verification means that only some aspects of the log were checked while others may not have been reviewed or audited. ISM-1294. Data transfer logs for systems are partially verified at least monthly.
In the ACSC ISM What are some examples of physical security?,,"Examples include locks, cameras and alarms - ISM-1296. Physical security is implemented to protect network devices in public areas from physical damage or unauthorised access."
In the ACSC ISM What are some examples of facilities and systems used by organizations to secure data?,,"Examples include firewalls, intrusion detection system (IDS), antivirus software, encryption, etc ISM-1296. Physical security is implemented to protect network devices in public areas from physical damage or unauthorised access."
In the ACSC ISM What are some of the risks associated with allowing private mobile devices to access company networks?,,"Allowing personal devices to connect to corporate networks can pose several security threats, including malware and viruses, loss of sensitive data, and unauthorized access by third parties. ISM-1297. Legal advice is sought prior to allowing privately-owned mobile devices to access systems or data."
In the ACSC ISM What are some examples of legal advice that can be given when using private mobile devices in workplace environments?,,"Some examples include ensuring employees understand what information they have access to on company networks, how it may be used, and who has access to it; establishing policies around use of personal devices at work; and educating employees about best practices for protecting sensitive information while working remotely ISM-1297. Legal advice is sought prior to allowing privately-owned mobile devices to access systems or data."
In the ACSC ISM What are some of these risks?,,"Some of these risks include loss or theft of data, unauthorized access to information, malware infections, etc ISM-1298. Personnel are advised of privacy and security risks when travelling overseas with mobile devices."
In the ACSC ISM What should an organization do to plan for cyber security risks and manage cyber security business risks within their organisation.?,,"An organization can develop a comprehensive risk management program which includes identifying threats, vulnerabilities, impacts, controls and mitigating actions. ISM-1299. Personnel take the following precautions when travelling overseas with mobile devices:
• never leaving mobile devices or removable media unattended for any period of time, including by placing them in checked-in luggage or leaving them in hotel safes
• never storing credentials with mobile devices that they grant access to, such as in laptop bags
• never lending mobile devices or removable media to untrusted people, even if briefly
• never allowing untrusted people to connect their mobile devices or removable media, including for charging
• never using designated charging stations, wall outlet charging ports or chargers supplied by untrusted people
• avoiding connecting mobile devices to open or untrusted Wi-Fi networks
• using a VPN connection to encrypt all mobile device communications
• using encrypted messaging apps for communications instead of using foreign telecommunication networks
• disabling any communications capabilities of mobile devices when not in use, such as cellular data, wireless, Bluetooth and Near Field Communication
• avoiding reuse of removable media once used with other parties’ systems or mobile devices
• ensuring any removable media used for data transfers are thoroughly checked for malicious code beforehand
• never using any gifted mobile devices, especially removable media, when travelling or upon returning from travelling."
In the ACSC ISM What should an organization do to plan for cyber security risks and manage cyber security business risks within their organisation.?,,"An organization must develop a comprehensive risk management program which includes identifying threats, vulnerabilities, impacts, controls, and mitigation strategies. ISM-1300. Upon returning from travelling overseas with mobile devices, personnel take the following actions:
• sanitise and reset mobile devices, including all removable media
• decommission any credentials that left their possession during their travel
• report if significant doubt exists as to the integrity of any mobile devices or removable media."
In the ACSC ISM What is the use of Simple Network Management Protocol (SNMP)?,,"The Simple Network Management Protocol (SNMP) is used in network management systems to monitor network devices such as routers, switches, servers etc., ISM-1311. SNMP version 1 and SNMP version 2 are not used on networks."
In the ACSC ISM What does Wi-Fi Alliance Certified mean?,,It means all wireless devices have been tested and approved by the Wi-Fi Alliance - ISM-1314. All wireless devices are Wi-Fi Alliance certified.
In the ACSC ISM What does ISM stand for in ISM-1314?,,"The letter 'I' stands for Industrial, while 'S' represents Scientific, and 'M' means Medical. ISM-1314. All wireless devices are Wi-Fi Alliance certified."
In the ACSC ISM What are some common features of wireless access point administration interfaces?,,"Some common features of wireless access point administration interfaces include user authentication, password management, device configuration, and firmware updates ISM-1315. The administrative interface on wireless access points is disabled for wireless network connections."
In the ACSC ISM What is the default setting for WPA2 encryption on WiFi devices?,,The default setting for WPA2 encryption on WiFi devices is TKIP (Temporal Key Integrity Protocol). ISM-1316. Default SSIDs of wireless access points are changed.
In the ACSC ISM What does SSID stand for?,,"Service Set Identifier - ISM-1317. SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks."
In the ACSC ISM What does ISM-1317 mean in this context?,,"	It refers to the International Standardization Management System (ISMS) standard number 1317 ISM-1317. SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks."
In the ACSC ISM What are some default settings in WLANs?,,Some default settings in WLANs include: ISM-1318. SSID broadcasting is not disabled on wireless access points.
In the ACSC ISM What does it mean when SSID Broadcasting is enabled?,,"When SSID Broadcasting is enabled, your Wi-Fi network's name (or Service Set Identifier) will be sent out over the airwaves so other devices can detect and connect to it - ISM-1318. SSID broadcasting is not disabled on wireless access points."
In the ACSC ISM What are some advantages of using static addressing in wireless networks?,,	Static addressing provides more control over network traffic as it allows administrators to assign specific IP addresses to devices. ISM-1319. Static addressing is not used for assigning IP addresses on wireless networks.
In the ACSC ISM What is static addressing?,,"It's a method of assigning IP addresses on wired networks, but it isn't used for assigning IP addresses on wireless networks - ISM-1319. Static addressing is not used for assigning IP addresses on wireless networks."
In the ACSC ISM What are some common types of attacks on WLANs?,,	The most common type of attack on WLANs is Man in the Middle (MITM) attack wherein the hacker intercepts data between two legitimate users by posing as a trusted network access point ISM-1320. MAC address filtering is not used to restrict which devices can connect to wireless networks.
In the ACSC ISM What are some advantages of using 802.1x authentication over WEP or WPA2?,,"The main advantage of using 802.1x authentication over WEP or WPA2 is that it provides stronger encryption than either one. ISM-1321. 802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplications and authentication servers."
In the ACSC ISM What is the purpose of using 802.1x authentication protocols?,,"The purpose of using 802.1x authentication protocols is to provide secure network access control by verifying user identity before allowing them to connect to the network ISM-1322. Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks."
In the ACSC ISM What is certificate?,,	Certificate is used to authenticate a device or user on a network ISM-1323. Certificates are required for both devices and users accessing wireless networks.
In the ACSC ISM What is the purpose of generating and issuing certificates in wireless network?,,The purpose of generating and issuing certificates in wireless networks is to provide secure communication between devices by authenticating users and ensuring data integrity ISM-1324. Certificates are generated using an evaluated certificate authority or hardware security module.
In the ACSC ISM What are some examples of logical access control methods used in wireless networks?,,"Examples include password protection, biometric identification, and two factor authentication ISM-1327. Certificates are protected by encryption, user authentication, and both logical and physical access controls."
In the ACSC ISM What does PMK caching period mean?,,It refers to how long a Wi-Fi network will cache its Pre-Shared Key (PSK) before it expires and needs to be reentered by users ISM-1330. The PMK caching period is not set to greater than 1440 minutes (24 hours).
In the ACSC ISM How can you configure WPA2 Enterprise with EAP-TLS on Windows Server 2016?,,You need to install the Active Directory Certificate Service role in order to use EAP-TLS. ISM-1330. The PMK caching period is not set to greater than 1440 minutes (24 hours).
In the ACSC ISM How does ISM-1332 WPA3-Enterprise 192-bit mode protects the confidentiality and integrity of all wireless network traffic?,,ISM-1332 WPA3-Enterprise 192-bit mode uses advanced cryptographic algorithms such as GCMP (Galois/Counter Mode) and SAE (Simultaneous Authentication of Equals). These algorithms provide strong encryption with forward secrecy which ensures data privacy even if the key is compromised in future ISM-1332. WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.
In the ACSC ISM What does WPA3-Enterprise 192-bit mode mean?,,It means that this security protocol uses strong encryption algorithms to ensure the confidentiality and integrity of all wireless network traffic ISM-1332. WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.
In the ACSC ISM What are some ways in which interference can occur on wireless networks?,,	Interference can occur when two or more devices use the same frequencies at the same time. ISM-1334. Wireless networks implement sufficient frequency separation from other wireless networks.
In the ACSC ISM How can you secure your network against unauthorized users?,,"You can implement strong passwords, two factor authentication, firewalls, intrusion detection systems (IDS), and anti-virus software ISM-1335. Wireless access points enable the use of the 802.11w amendment to protect management frames."
In the ACSC ISM What does the 802.11w amendment do?,,The 802.11w amendment enables wireless access points to protect management frames from being intercepted by unauthorized devices ISM-1335. Wireless access points enable the use of the 802.11w amendment to protect management frames.
In the ACSC ISM What is the control?,,"Deploying a large number of low-powered wireless access points instead of few powerful ones - ISM-1338. Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks."
In the ACSC ISM What does ISM-1338 mean in this context?,,"	It means Institute of Electrical and Electronics Engineers (IEEE) Standard 802.11b/g/n ISM-1338. Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks."
In the ACSC ISM What are some examples of host based intrusion prevention systems (HIPS)?,,Some examples of host based intrusion prevention systems include: ISM-1341. A HIPS is implemented on workstations.
In the ACSC ISM What are some steps for developing a removable media usage policy?,,"The first step of creating a removable media usage policy is to identify what data will be stored on removable devices. Next, you should determine which users have access to these devices and how they can use them. Finally, create a written document outlining your policies and procedures so everyone knows exactly what's expected from them when using removable storage devices. ISM-1359. A removable media usage policy is developed, implemented and maintained."
In the ACSC ISM What are some examples of removable media devices?,,"Examples of removable media include USB drives, CDs/DVDs, SD cards, external hard disks etc ISM-1359. A removable media usage policy is developed, implemented and maintained."
In the ACSC ISM What are some examples of approved equipment for media destruction?,,	ISM-1361 Security Construction and Equipment Committee-approved equipment or ASIO-approved equipment ISM-1361. Security Construction and Equipment Committee-approved equipment or ASIO-approved equipment is used when destroying media.
In the ACSC ISM What type of equipment should be used for destroying media?,,Control description: Security Construction and Equipment Committee-approved equipment or ASIO-approved equipment is used when destroying media ISM-1361. Security Construction and Equipment Committee-approved equipment or ASIO-approved equipment is used when destroying media.
In the ACSC ISM What are some advantages of using virtual local area networks (VLAN)?,,Some advantages of using VLAN include: ISM-1364. Network devices managing VLANs terminate VLANs belonging to different security domains on separate physical network interfaces.
In the ACSC ISM When do security updates get released?,,As soon as they become available - ISM-1366. Security updates are applied to mobile devices as soon as they become available.
In the ACSC ISM What is the purpose of using AES-GCM in transport layer security?,,The purpose of using AES-GCM in transport layer security is to provide confidentiality and integrity protection for data transmitted over networks ISM-1369. AES-GCM is used for encryption of TLS connections.
In the ACSC ISM What is AES-GCM?,,AES-GCM (Advanced Encryption Standard with Galois/Counter Mode) is a symmetric key block cipher and is used for encrypting data transmitted over TLS connections ISM-1369. AES-GCM is used for encryption of TLS connections.
In the ACSC ISM What does server-initiated mean in this context?,,Server-initiated means that only the server can initiate a secure connection with another party. ISM-1370. Only server-initiated secure renegotiation is used for TLS connections.
In the ACSC ISM What does Only server-initiated secure renegotiation mean?,,"It means that only the server can initiate a secure connection with another party, and it must be done over encrypted channels ISM-1370. Only server-initiated secure renegotiation is used for TLS connections."
In the ACSC ISM What does Anonymous DH mean?,,"It means that no anonymous key exchange protocols are being used, such as Diffie-Hellman (DH). - ISM-1373. Anonymous DH is not used for TLS connections."
